
 num     #instances         #bytes  class name
 462:            16            768  com.sun.org.apache.xerces.internal.util.XMLAttributesImpl$Attribute
 463:             8            768  org.springframework.asm.Context
 464:            48            768  sun.reflect.generics.tree.ArrayTypeSignature
 465:            19            760  java.lang.invoke.MethodHandleImpl$IntrinsicMethodHandle
 466:            19            760  java.util.HashMap$EntryIterator
 467:            47            752  com.sun.proxy.$Proxy2
 468:            47            752  java.util.regex.Pattern$BranchConn
 469:            47            752  org.springframework.boot.context.properties.source.SpringConfigurationPropertySource$DelegatingPropertyMapper$$Lambda$50/985655350
 470:            31            744  com.sun.org.apache.xerces.internal.xni.XMLString
 471:            31            744  java.util.regex.Pattern$Ques
 472:            23            736  com.fasterxml.jackson.databind.SerializationFeature
 473:            23            736  java.io.DataOutputStream
 474:            23            736  sun.management.DiagnosticCommandImpl$Wrapper
 475:             5            720  [Lcom.fasterxml.jackson.core.sym.CharsToNameCanonicalizer$Bucket;
 476:             9            720  com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl
 477:            15            720  java.lang.management.PlatformComponent
 478:            30            720  java.util.regex.Pattern$Ctype
 479:            18            720  org.hibernate.validator.internal.metadata.aggregated.CascadingMetaDataBuilder
 480:            30            720  org.jboss.logging.Log4j2Logger
 481:            18            720  sun.reflect.UnsafeQualifiedStaticObjectFieldAccessorImpl
 482:            23            704  [Ljava.io.ObjectStreamField;
 483:            22            704  org.springframework.beans.factory.support.ConstructorResolver$ArgumentsHolder
 484:            29            696  org.springframework.format.support.FormattingConversionService$ParserConverter
 485:            43            688  org.springframework.beans.factory.support.ConstructorResolver$AutowiredArgumentMarker
 486:            17            680  org.springframework.util.AntPathMatcher
 487:            21            672  [Ljava.lang.ref.WeakReference;
 488:            12            672  com.fasterxml.jackson.databind.cfg.BaseSettings
 489:            21            672  com.sun.jmx.mbeanserver.WeakIdentityHashMap$IdentityWeakReference
 490:            42            672  com.sun.org.apache.xalan.internal.utils.SecuritySupport$4
 491:            28            672  java.security.Provider$UString
 492:            21            672  java.util.Locale
 493:            21            672  java.util.PropertyPermission
 494:            28            672  org.springframework.boot.loader.LaunchedURLClassLoader$$Lambda$7/939047783
 495:            28            672  org.springframework.web.util.UrlPathHelper
 496:             6            672  sun.nio.ch.SocketChannelImpl
 497:            21            672  sun.util.locale.BaseLocale
 498:             6            664  [D
 499:            41            656  org.springframework.expression.common.LiteralExpression
 500:             9            648  com.fasterxml.jackson.databind.deser.DefaultDeserializationContext$Impl
 501:            27            648  org.apache.tomcat.util.res.StringManager
 502:             8            640  com.fasterxml.jackson.databind.DeserializationConfig
 503:            40            640  com.sun.proxy.$Proxy47
 504:            16            640  java.util.Spliterators$IteratorSpliterator
 505:            16            640  org.springframework.asm.Handler
 506:            16            640  org.springframework.cglib.core.EmitUtils$6
 507:            39            632  [Ljavax.management.MBeanConstructorInfo;
 508:             3            624  [Ljava.lang.invoke.LambdaForm;
 509:            13            624  com.fasterxml.jackson.databind.type.SimpleType
 510:            39            624  java.util.HashMap$EntrySet
 511:            26            624  org.hibernate.validator.internal.engine.valueextraction.ValueExtractorDescriptor$Key
 512:            19            608  java.lang.invoke.SimpleMethodHandle
 513:            19            608  java.net.InetAddress$InetAddressHolder
 514:            38            608  java.util.concurrent.atomic.AtomicInteger
 515:            25            600  java.util.regex.Pattern$TreeInfo
 516:            25            600  org.springframework.core.type.StandardAnnotationMetadata
 517:            15            600  sun.misc.ProxyGenerator$ProxyMethod
 518:            25            600  sun.nio.cs.CharsetMapping$Entry
 519:            37            592  com.sun.proxy.$Proxy18
 520:            37            592  java.util.concurrent.atomic.AtomicReference
 521:            37            592  org.springframework.boot.loader.jar.JarFile$$Lambda$1/317574433
 522:            12            576  java.util.concurrent.ThreadPoolExecutor$Worker
 523:            24            576  java.util.concurrent.atomic.AtomicLong
 524:            12            576  org.hibernate.validator.internal.metadata.raw.ConstrainedExecutable
 525:             9            576  org.springframework.beans.factory.config.DependencyDescriptor
 526:            36            576  org.springframework.context.annotation.ConfigurationClassEnhancer$BeanFactoryAwareGeneratorStrategy
 527:            24            576  org.springframework.core.annotation.MapAnnotationAttributeExtractor$$Lambda$292/707976812
 528:            36            576  org.springframework.util.ReflectionUtils$$Lambda$170/19717364
 529:            12            576  sun.util.locale.provider.LocaleResources$ResourceReference
 530:            14            560  ch.qos.logback.core.status.InfoStatus
 531:             7            560  com.fasterxml.jackson.databind.SerializationConfig
 532:            14            560  javax.management.openmbean.SimpleType
 533:            35            560  org.springframework.boot.autoconfigure.condition.OnBeanCondition
 534:            10            560  sun.invoke.util.Wrapper
 535:            23            552  [Lsun.management.DiagnosticCommandArgumentInfo;
 536:            23            552  com.sun.jmx.mbeanserver.PerInterface$MethodAndSig
 537:            23            552  org.springframework.beans.factory.support.ConstructorResolver
 538:            23            552  org.yaml.snakeyaml.tokens.Token$ID
 539:            10            544  [Lcom.sun.org.apache.xalan.internal.utils.XMLSecurityManager$State;
 540:            17            544  com.sun.org.apache.xerces.internal.util.AugmentationsImpl$SmallContainer
 541:            34            544  com.sun.proxy.$Proxy35
 542:             1            536  org.springframework.boot.web.embedded.tomcat.TomcatEmbeddedContext
 543:             1            528  [Ljava.lang.Character;
 544:            13            520  java.util.EnumMap
 545:            16            512  java.io.FileInputStream
 546:             8            512  java.text.DateFormatSymbols
 547:             8            512  java.text.DecimalFormatSymbols
 548:            16            512  java.time.temporal.ChronoUnit
 549:             8            512  java.util.stream.ReferencePipeline$2
 550:             8            512  org.springframework.asm.FieldWriter
 551:            16            512  org.springframework.cglib.core.ClassEmitter$1
 552:            16            512  org.springframework.cglib.reflect.FastClassEmitter$4
 553:             8            512  org.springframework.web.method.HandlerMethod$HandlerMethodParameter
 554:            21            504  java.io.ByteArrayOutputStream
 555:            21            504  java.lang.reflect.Proxy$KeyX
 556:            21            504  java.time.Duration
 557:            21            504  java.util.AbstractMap$SimpleImmutableEntry
 558:            21            504  java.util.Locale$LocaleKey
 559:            21            504  java.util.concurrent.ConcurrentHashMap$KeySetView
 560:             9            504  javax.management.openmbean.CompositeType
 561:            21            504  org.springframework.beans.factory.config.ConstructorArgumentValues
 562:            13            488  [Ljava.lang.invoke.LambdaForm$BasicType;
 563:            12            480  com.sun.jmx.mbeanserver.PerInterface
 564:            20            480  java.net.InetSocketAddress$InetSocketAddressHolder
 565:             4            480  java.net.SocksSocketImpl
 566:            20            480  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject
